Quote,Book,Word Count,Topic 1,Purpose,Topic_1_clean,Purpose_clean,word_count,char_count,norm_word_count,norm_char_count,is_short,is_medium,is_long,book
"is it possible to become friends with a butterfly? it is if you first become a part of nature. you suppress your presence as a human being, stay very still, and convince yourself that you are a tree or grass or a flower. it takes time, but once the butterfly lets its guard down, you can become friends quite naturally. ... ... i come here every day, say hello to the butterflies, and talk about things with them. when the time comes, though, they just quietly go off and disappear. im sure it means theyve died, but i can never find their bodies. they dont leave any trace behind. its like theyve been absorbed by the air. theyre dainty little creatures that hardly exist at all they come out of nowhere, search quietly for a few, limited things, and disappear into nothingness again, perhaps to some other world.",1Q84 Book 1,149,"nature, transformation, connection","patience, empathy, transcendence","['nature', 'transformation', 'connection']","['patience', 'empathy', 'transcendence']",148,814,0.49333333333333335,0.407,0,1,0,1Q84 Book 1
"everybody feels safe belonging not to the excluded minority but to the excluding majority. you think, oh, i m glad that s not me. it s basically the same in all periods in all societies. if you belong to the majority, you can avoid thinking about lots of troubling things.",1Q84,47,"exclusion, belonging, majority","safety, avoidance, troubling, reflection","['exclusion', 'belonging', 'majority']","['safety', 'avoidance', 'troubling', 'reflection']",50,272,0.16666666666666666,0.136,1,0,0,1Q84
"youve already decided what youre going to do, and all thats left is to set the wheels in motion. i mean, its your life. basically, you gotta go with what you think is right.",Kafka on the Shore,34,"decision-making, personal journey","empowerment, self-determination","['decision-making', 'personal journey']","['empowerment', 'self-determination']",34,173,0.11333333333333333,0.0865,1,0,0,Kafka on the Shore
artists are those who can evade the verbose.,Kafka on the Shore,8,"art, communication, expression","clarity, insight, empowerment","['art', 'communication', 'expression']","['clarity', 'insight', 'empowerment']",8,44,0.02666666666666667,0.022,1,0,0,Kafka on the Shore
"but if you knew you might not be able to see it again tomorrow, everything would suddenly become special and precious, wouldn t it?",Kafka on the Shore,23,"impermanence, value, appreciation","realization, significance, gratitude","['impermanence', 'value', 'appreciation']","['realization', 'significance', 'gratitude']",24,131,0.08,0.0655,1,0,0,Kafka on the Shore
"from the moment of my birth, i lived with pain at the center of my life. my only purpose in life was to find a way to coexist with intense pain.",The Wind-Up Bird Chronicle,31,"pain, coexistence, life","intensity, purpose, struggle","['pain', 'coexistence', 'life']","['intensity', 'purpose', 'struggle']",31,144,0.10333333333333333,0.072,1,0,0,The Wind-Up Bird Chronicle
"oshimas silent for a time as he gazes at the forest, eyes narrowed. birds are flitting from one branch to the next. his hands are clasped behind his head. i know how you feel, he finally says. but this is something you have to work out on your own. nobody can help you. thats what loves all about, kafka. youre the one having those wonderful feelings, but you have to go it alone as you wander through the dark. your mind and body have to bear it all. all by yourself.",Kafka on the Shore,91,"Love, independence, self-discovery","Empowerment, introspection, encouragement","['love', 'independence', 'self-discovery']","['empowerment', 'introspection', 'encouragement']",91,468,0.30333333333333334,0.234,0,1,0,Kafka on the Shore
"violence does not always take visible form, and not all wounds gush blood.",1Q84,13,"violence, invisible, wounds","realization, introspection, impact","['violence', 'invisible', 'wounds']","['realization', 'introspection', 'impact']",13,74,0.043333333333333335,0.037,1,0,0,1Q84
what the hell kind of revolution have you got just tossing out big words that working-class people cant understand?,Norwegian Wood,19,"class struggle, communication","frustration, alienation","['class struggle', 'communication']","['frustration', 'alienation']",19,115,0.06333333333333334,0.0575,1,0,0,Norwegian Wood
"now all you can do is wait. it must be hard for you, but there is a right time for everything. like the ebb and flow of tides. no one can do anything to change them. when it is time to wait, you must wait.",The Wind-Up Bird Chronicle,45,"time, patience, cycles","acceptance, resilience, perseverance, wisdom","['time', 'patience', 'cycles']","['acceptance', 'resilience', 'perseverance', 'wisdom']",45,205,0.15,0.1025,1,0,0,The Wind-Up Bird Chronicle
"between the time the last train leaves and the first train arrives, the place changes its not the same as in daytime.",After Dark,22,"night, transformation, perception","mystery, disorientation, intrigue","['night', 'transformation', 'perception']","['mystery', 'disorientation', 'intrigue']",22,117,0.07333333333333333,0.0585,1,0,0,After Dark
you can see a persons whole life in the cancer they get.,"Blind Willow, Sleeping Woman",12,"illness, life, mortality","introspection, revelation","['illness', 'life', 'mortality']","['introspection', 'revelation']",12,56,0.04,0.028,1,0,0,"Blind Willow, Sleeping Woman"
"death exists, not as the opposite but as a part of life.",Norwegian Wood,14,"life, death, existence","contemplation, acceptance, perspective","['life', 'death', 'existence']","['contemplation', 'acceptance', 'perspective']",12,56,0.04,0.028,1,0,0,Norwegian Wood
"its like the tibetan wheel of the passions. as the wheel turns, the values and feelings on the outer rim rise and fall, shining or sinking into darkness. but true love stays fastened to the axle and doesnt move.",1Q84,39,"love, stability, emotions","steadfastness, endurance, reassurance, connection","['love', 'stability', 'emotions']","['steadfastness', 'endurance', 'reassurance', 'connection']",39,211,0.13,0.1055,1,0,0,1Q84
"every one of us is losing something precious to us. lost opportunities, lost possibilities, feelings we can never get back again. that s what part of it means to be alive. but inside our heads",Kafka on the Shore,34,"loss, existence, memories","reflection, melancholy, acceptance","['loss', 'existence', 'memories']","['reflection', 'melancholy', 'acceptance']",35,192,0.11666666666666667,0.096,1,0,0,Kafka on the Shore
youre afraid of imagination and even more afraid of dreams. afraid of the resposibility that begins in dreams. but you have to sleep and dreams are a part of sleep. when youre awake you can suppress imagination but you cant supress dreams.,Kafka on the Shore,42,"imagination, dreams, responsibility","fear, suppression, inevitability","['imagination', 'dreams', 'responsibility']","['fear', 'suppression', 'inevitability']",42,239,0.14,0.1195,1,0,0,Kafka on the Shore
her cry was the saddest sound of orgasm that i had ever heard.,Norwegian Wood,13,"sexuality, emotional intensity","sadness, contrast, intimacy","['sexuality', 'emotional intensity']","['sadness', 'contrast', 'intimacy']",13,62,0.043333333333333335,0.031,1,0,0,Norwegian Wood
"life is here, death is over there. i am here, not over there.",Norwegian Wood,13,"life, death, presence","contemplation, realization","['life', 'death', 'presence']","['contemplation', 'realization']",13,61,0.043333333333333335,0.0305,1,0,0,Norwegian Wood
"instead of a stable truth, i choose unstable possibilities.",Killing Commendatore,9,"truth, possibilities","choice, uncertainty","['truth', 'possibilities']","['choice', 'uncertainty']",9,59,0.03,0.0295,1,0,0,Killing Commendatore
"at a certain point in our lives, when we really need a clear-cut solution, the person who knocks at our door is, more likely than not, a messenger bearing bad news. this isn t always the case, but from experience i d say the gloomy reports far outnumber the others. the messenger touches his hand to his cap and looks apologetic, but that does nothing to improve the contents of the message. it isn t the messenger s fault. no good to blame him, no good to grab him by the collar and shake him. the messenger is just conscientiously doing the job his boss assigned him. and this boss? that would be none other than our old friend reality.",What I Talk About When I Talk About Running,116,"uncertainty, life's challenges, fate","introspection, resilience, acceptance","['uncertainty', ""life's challenges"", 'fate']","['introspection', 'resilience', 'acceptance']",120,638,0.4,0.319,0,1,0,What I Talk About When I Talk About Running
